run_id,final_10_cycle_adjacent_phase_gap_std_mean_rad,final_10_observed_cycle_count,coupling_function,device_count,k
019f6601-8c36-7650-8700-c6af37f015b3_0000,0.7410262110368181,10,KURAMOTO,5,10
019f6601-8c37-75e8-afa0-e300f0e60d9b_0001,0.9554510114322537,10,KURAMOTO,5,10
019f6601-8c38-72fb-8465-47d4f2c85fac_0002,1.5263810306139287,10,KURAMOTO,5,10
019f6601-8c39-7d99-9b6a-52a0a355a04f_0003,0.9982687782151931,10,KURAMOTO,5,10
019f6601-8c3a-77de-8861-ccd5850a2b06_0004,0.6348971172788743,10,KURAMOTO,5,10
019f6601-8c3b-71fc-b334-ce653fc0f23f_0005,0.4398801186628997,10,KURAMOTO,5,10
019f6601-8c3c-7f89-aede-419d3e5dd6c6_0006,1.1717102450894863,10,KURAMOTO,5,10
019f6601-8c3d-725a-bc56-4b1f5c358fe1_0007,0.8890159375203656,10,KURAMOTO,5,10
019f6601-8c3e-7382-8fac-b00bad3bf754_0008,1.235251102778405,10,KURAMOTO,5,10
019f6601-8c3f-7e88-8bef-aea7a7ba07a5_0009,0.42725779956421384,10,KURAMOTO,5,10
019f6601-8c40-7c11-aa75-393f6b8b64bb_0010,0.6413063649161528,10,KURAMOTO,5,10
019f6601-8c41-7a6b-96c7-ca279ce6ebdd_0011,1.2838858247528873,10,KURAMOTO,5,10
019f6601-8c42-7aa0-b103-e6ed4b0fd8a1_0012,0.6730123384201266,10,KURAMOTO,5,10
019f6601-8c43-7af2-89c8-5329f9ab540d_0013,0.5930380326073538,10,KURAMOTO,5,10
019f6601-8c44-7516-8c0f-f91ceaf72a89_0014,0.7508101526167587,10,KURAMOTO,5,10
019f6601-8c45-774f-b828-533fbb1ee308_0015,0.6201183491900599,10,KURAMOTO,5,10
019f6601-8c46-7afe-b99a-e875b3f9373d_0016,0.6731109722105337,10,KURAMOTO,5,10
019f6601-8c47-7fe7-a6d4-0808e6863e48_0017,0.6326680878548547,10,KURAMOTO,5,10
019f6601-8c48-7ffb-819e-4e7d964a1e1c_0018,1.0197639067135795,10,KURAMOTO,5,10
019f6601-8c49-746b-ac5c-b2b13b9b7d88_0019,0.651984519012397,10,KURAMOTO,5,10
019f6601-8c4a-7523-a988-770cd1f75694_0020,1.0273477836373393,10,KURAMOTO,5,10
019f6601-8c4b-7361-8ec4-0d4db0f6f272_0021,0.5177908133755901,10,KURAMOTO,5,10
019f6601-8c4c-7d2e-8e42-1d6529c3c7c9_0022,0.42990872658536305,10,KURAMOTO,5,10
019f6601-8c4d-7d3e-bd6b-6a10d65efcd7_0023,0.8597461331897771,10,KURAMOTO,5,10
019f6601-8c4e-7a97-aeb9-9ab32162dfd5_0024,0.7297719483729488,10,KURAMOTO,5,10
019f6601-8c4f-73d3-b148-f74071140490_0025,0.8179015080404575,10,KURAMOTO,5,10
019f6601-8c50-7b08-9f24-2df8562a4591_0026,0.4609779758761082,10,KURAMOTO,5,10
019f6601-8c51-7cdb-b646-82e3c7d0a7f3_0027,1.1348771391716965,10,KURAMOTO,5,10
019f6601-8c52-7d21-be3a-503080e199cd_0028,1.0057737699661495,10,KURAMOTO,5,10
019f6601-8c53-7252-8e10-4a18e8a89c0a_0029,1.0080585907179354,10,KURAMOTO,5,10
019f6601-8c54-74f9-bad2-19e7dfdbb12a_0030,0.7428262912883385,10,KURAMOTO,5,10
019f6601-8c55-728a-8b13-52cdd074c4d9_0031,0.7050794693790262,10,KURAMOTO,5,10
019f6601-8c56-7395-8a5a-2688beb38ff0_0032,0.36121021948773924,10,KURAMOTO,5,10
019f6601-8c57-793d-8de2-b6827bc083f6_0033,0.6001243492902572,10,KURAMOTO,5,10
019f6601-8c58-7563-ac56-d3774857366a_0034,1.521861229662926,10,KURAMOTO,5,10
019f6601-8c59-7581-82f7-f1b0cb626289_0035,1.1431273388146654,10,KURAMOTO,5,10
019f6601-8c5a-77a1-b65e-734d8dabe5b8_0036,0.9266922872014852,10,KURAMOTO,5,10
019f6601-8c5b-74d5-9eb2-f6b008e991d5_0037,0.8280702125313482,10,KURAMOTO,5,10
019f6601-8c5c-7297-85bc-f79ae9bf1d6c_0038,0.9285239779110375,10,KURAMOTO,5,10
019f6601-8c5d-79d6-adfe-fb82cf07ee4a_0039,0.9308965491999999,10,KURAMOTO,5,10
019f6601-8c5e-708d-a30f-57c1d68bdebb_0040,0.6376483486364112,10,KURAMOTO,5,10
019f6601-8c5f-743e-ab46-55013e99fe1a_0041,0.7964030425180104,10,KURAMOTO,5,10
019f6601-8c60-74df-b7b4-88b547e1514e_0042,0.8774577183435245,10,KURAMOTO,5,10
019f6601-8c61-79c0-ba3b-db87c0ac633f_0043,1.1044049575949872,10,KURAMOTO,5,10
019f6601-8c62-769a-ab50-2a51e9583ecf_0044,0.4251133684865148,10,KURAMOTO,5,10
019f6601-8c63-7ac4-ac3d-9039f4b770b4_0045,1.0980475117765853,10,KURAMOTO,5,10
019f6601-8c64-70c2-99f8-2fdcf287812d_0046,0.6211152454017566,10,KURAMOTO,5,10
019f6601-8c65-719f-a948-683af241cd82_0047,0.5397558559403928,10,KURAMOTO,5,10
019f6601-8c66-745f-9f57-9ecb4e620d20_0048,0.9297790284297369,10,KURAMOTO,5,10
019f6601-8c67-78e6-99a2-7985045ac51f_0049,0.8418220907814525,10,KURAMOTO,5,10
019f6601-8c68-7dd9-87c2-86ea912c0a0b_0050,0.5620750824537852,10,KURAMOTO,5,10
019f6601-8c69-7036-b5fd-7cf551509dc4_0051,0.8477240800009376,10,KURAMOTO,5,10
019f6601-8c6a-7686-b0be-d5cffd455b16_0052,0.5904339278988251,10,KURAMOTO,5,10
019f6601-8c6b-7b41-b90f-b07b3b70991a_0053,0.9591103266276756,10,KURAMOTO,5,10
019f6601-8c6c-7737-8a8e-ff77a5c52cdd_0054,0.6689938440237849,10,KURAMOTO,5,10
019f6601-8c6d-79ac-a5a3-b4b3289f2dcf_0055,0.6295925422359736,10,KURAMOTO,5,10
019f6601-8c6e-7901-86da-99e40f3cbc63_0056,0.6931802632964754,10,KURAMOTO,5,10
019f6601-8c6f-721c-9152-36b0da6573ec_0057,0.9281632382525828,10,KURAMOTO,5,10
019f6601-8c70-70a9-bb0c-be0ee4ba8d80_0058,0.8245884721481771,10,KURAMOTO,5,10
019f6601-8c71-79f8-a182-25e24d172b62_0059,0.41355553553092117,10,KURAMOTO,5,10
019f6601-8c72-7e05-adca-33fef75b6ffa_0060,0.6713300907751238,10,KURAMOTO,5,10
019f6601-8c73-7bbc-bf4d-d9bd5a3148c0_0061,0.481073100564046,10,KURAMOTO,5,10
019f6601-8c74-7db1-b8a0-72990e5a26bd_0062,1.0287306477125897,10,KURAMOTO,5,10
019f6601-8c75-7fa8-abed-c479d863c31e_0063,1.1093770568642751,10,KURAMOTO,5,10
019f6601-8c76-7f92-903f-98ac925784e6_0064,0.4474487857256588,10,KURAMOTO,5,10
019f6601-8c77-717b-a580-d2b3b18c7141_0065,0.9305818054468304,10,KURAMOTO,5,10
019f6601-8c78-7151-84b6-c21eaac05a28_0066,0.9274797090519475,10,KURAMOTO,5,10
019f6601-8c79-7068-bb4e-fea359d645e9_0067,0.8812542239705534,10,KURAMOTO,5,10
019f6601-8c7a-7f00-81eb-1b616a54e1d8_0068,1.0342387760332883,10,KURAMOTO,5,10
019f6601-8c7b-7d99-a408-a528e9b377eb_0069,0.8010551703617136,10,KURAMOTO,5,10
019f6601-8c7c-7997-88b8-0179604e6b86_0070,0.4923067276709211,10,KURAMOTO,5,10
019f6601-8c7d-74ee-93d0-6c82ad41e76c_0071,1.0903591958982173,10,KURAMOTO,5,10
019f6601-8c7e-7663-9f44-82c272b1fd0b_0072,0.9845747210415974,10,KURAMOTO,5,10
019f6601-8c7f-752c-a6ca-0e6d909ad1e7_0073,0.42103039538081066,10,KURAMOTO,5,10
019f6601-8c80-78e1-a1e6-d0ffc65078bf_0074,0.7215636449617999,10,KURAMOTO,5,10
019f6601-8c81-7278-a3bf-4c1a93317505_0075,0.8642158252032763,10,KURAMOTO,5,10
019f6601-8c82-7e45-b55a-7f89b0c467eb_0076,0.9293200790375868,10,KURAMOTO,5,10
019f6601-8c83-7c36-ac95-55cdd2e9f5a0_0077,0.8759285607914344,10,KURAMOTO,5,10
019f6601-8c84-7769-8fb8-9e1c8aef1976_0078,0.5513573019209834,10,KURAMOTO,5,10
019f6601-8c85-73d6-b54a-d1493cb7c340_0079,0.5725130152364473,10,KURAMOTO,5,10
019f6601-8c86-7869-a0ee-9a9499e522a4_0080,0.4081589275994394,10,KURAMOTO,5,10
019f6601-8c87-742b-8e43-a7c2cc6c1074_0081,0.6074545884304299,10,KURAMOTO,5,10
019f6601-8c88-70f9-b909-e65debeb154b_0082,0.9513559737916173,10,KURAMOTO,5,10
019f6601-8c89-7b16-bed5-38f81b9c63be_0083,0.7283611700647963,10,KURAMOTO,5,10
019f6601-8c8a-7096-9f97-1d835746b235_0084,0.9339714769451563,10,KURAMOTO,5,10
019f6601-8c8b-7cb6-8608-374330cea320_0085,0.5171571795944556,10,KURAMOTO,5,10
019f6601-8c8c-7c53-9a9d-1045a4fdd9b6_0086,0.4364187950428485,10,KURAMOTO,5,10
019f6601-8c8d-71dd-bcf8-e19909b4d811_0087,1.520461269047993,10,KURAMOTO,5,10
019f6601-8c8e-74a9-8dbb-7aa157657361_0088,0.7693955456611878,10,KURAMOTO,5,10
019f6601-8c8f-7db3-a3b5-e1a30d7d0d47_0089,0.9256874122162747,10,KURAMOTO,5,10
019f6601-8c90-7729-abff-810e67758f71_0090,0.7066214873777666,10,KURAMOTO,5,10
019f6601-8c91-7588-a169-72d35301fd87_0091,1.145067974440546,10,KURAMOTO,5,10
019f6601-8c92-7695-b82c-3203b18f4a19_0092,0.8864486819596131,10,KURAMOTO,5,10
019f6601-8c93-7dab-bfd5-4159a2503447_0093,1.262014368304325,10,KURAMOTO,5,10
019f6601-8c94-78f0-ad44-738d2dc7649f_0094,0.9281649000664289,10,KURAMOTO,5,10
019f6601-8c95-73c1-b86b-ba488474f466_0095,1.2312844574089605,10,KURAMOTO,5,10
019f6601-8c96-793c-8362-f93c4213b909_0096,1.180249574753847,10,KURAMOTO,5,10
019f6601-8c97-7672-97e4-077357b11f75_0097,0.37294850703994153,10,KURAMOTO,5,10
019f6601-8c98-723e-92bd-6c50b68e7d17_0098,0.24216176548901566,10,KURAMOTO,5,10
019f6601-8c99-7b18-8891-f1bff77d82b3_0099,0.6102979309253953,10,KURAMOTO,5,10
019f6601-8c9a-7782-b33d-079291202e49_0100,0.7456327870306539,10,KURAMOTO,5,10
019f6601-8c9b-7fa1-a635-f087bea8da77_0101,0.6354981155098857,10,KURAMOTO,5,10
019f6601-8c9c-7554-97b8-bc09207eaf13_0102,0.7475248751123195,10,KURAMOTO,5,10
019f6601-8c9d-7dfd-85e8-baeac052ec8d_0103,0.6559113004721598,10,KURAMOTO,5,10
019f6601-8c9e-7b15-8013-3d3f7f69d6ed_0104,0.8147687193708875,10,KURAMOTO,5,10
019f6601-8c9f-7871-b97d-5606db5dc81c_0105,0.8780796473320013,10,KURAMOTO,5,10
019f6601-8ca0-7bbf-901c-418ef9668610_0106,0.9147868911321254,10,KURAMOTO,5,10
019f6601-8ca1-7bce-aa29-b8463c484552_0107,0.9296923429417973,10,KURAMOTO,5,10
019f6601-8ca2-7eab-98ab-bbea5adb3b6f_0108,0.5019298104139918,10,KURAMOTO,5,10
019f6601-8ca3-76c6-b804-0a2f1aff6cb1_0109,0.6407166944536173,10,KURAMOTO,5,10
019f6601-8ca4-794d-a02d-d98defa0d672_0110,0.8184364116056368,10,KURAMOTO,5,10
019f6601-8ca5-7c7f-8a64-31451d8ea78e_0111,0.6257542831426305,10,KURAMOTO,5,10
019f6601-8ca6-7f00-a7f9-3ba1ae8fca54_0112,0.6794518511199268,10,KURAMOTO,5,10
019f6601-8ca7-746c-986c-6c40e357bfe1_0113,0.3009943291308621,10,KURAMOTO,5,10
019f6601-8ca8-7827-9720-c25066c2c537_0114,0.6788703715427106,10,KURAMOTO,5,10
019f6601-8ca9-7149-a07e-d9b296ddf7d7_0115,0.521339325802708,10,KURAMOTO,5,10
019f6601-8caa-79d4-b04d-08d2499b21b5_0116,1.2671242644721608,10,KURAMOTO,5,10
019f6601-8cab-7b49-a4cf-c1b71e27a4ef_0117,1.0193080515974609,10,KURAMOTO,5,10
019f6601-8cac-721c-a681-e8d167fe2e25_0118,0.5317704520590226,10,KURAMOTO,5,10
019f6601-8cad-7388-ad69-f0d3aa70c34f_0119,0.6034269006094604,10,KURAMOTO,5,10
019f6601-8cae-7c6f-9898-ce0eace460d8_0120,0.683143540765963,10,KURAMOTO,5,10
019f6601-8caf-7183-92f5-dc9b968053ff_0121,1.2185107646662858,10,KURAMOTO,5,10
019f6601-8cb0-7737-9eed-cbe56f7c9f20_0122,0.8394989443216506,10,KURAMOTO,5,10
019f6601-8cb1-76a6-8bf1-91bba59a5bb6_0123,0.35594835575669725,10,KURAMOTO,5,10
019f6601-8cb2-7f6c-8634-c5be208138a4_0124,0.7965329298110888,10,KURAMOTO,5,10
019f6601-8cb3-7fae-b2e4-90f974f3d9f2_0125,1.3323888636482435,10,KURAMOTO,5,10
019f6601-8cb4-7dbe-b32b-e8bd52fcb8ba_0126,0.8781090647700932,10,KURAMOTO,5,10
019f6601-8cb5-7d8a-8576-d4cfc8db2769_0127,0.7685437328634012,10,KURAMOTO,5,10
019f6601-8cb6-7016-a833-6a819bbe5599_0128,0.5770001753774795,10,KURAMOTO,5,10
